	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646034	SRR1646035	SRR1646036	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Metabolism_of_central_aromatic_intermediates	0.2893286626	0.092444473	0.2502581935	0.3839383584	0.1050510677	0.0571749825	0.1103392282	0.1766526407	0.3395525619	0.2420585661	0.5168321224	0.2511996669	0.1181512972	0.1029401756	0.3000594973	0.0895828001	0.0095812973	0.0995328376	0.2647527911	0	0.1419110691	0	0.0937031484	0.1412920167	0.1120671162	0.1524714	0.1269041195	0.124648809	0.1307103739	0.1285635924	0.1070254189	0.1289350111	0.1154761678	0.0828454339	0.0846502757	0.1255831475	0.1331502336	0.171337254	0.1324383543	0.1568522793	0.1447938676	0.2869531409	0.1156660178	0.1183083175	0.1279324321	0.1100704159	0.1314663035	0.1247136456	0.0979827251	0.1070993502	0.2046754079	0.1002444615	0.0898975115	0.1049505457	0.1242899204	0.0721921636	0.1107478393	0.1194352245	0.1159280589	0.0983487	0.0812787	0.0710314	0.0698578	0.0930668	0.067366	0.0588267	0.131901	0.0912481	0.0530978	0.0747163	0.0752806	0.0713149	0.0635794	0.0678965	0.0968952	0.0762513	0.079716	0.0683363	0.0802474	0.0873953	0.0830982	0.0660618	0.0754587	0.0901496	0.0832436	0.108869	0.0572995	0.0696354	0.0744368	0.0823072	0.0661004	0.0775424	0.087882	0.0667597	0.087828	0.0848581	0.0641085	0.0696114	0.0773034	0.071018	0.0516228	0.0697221
Methylamine_utilization	0.0149740388	0.001885488	0.0084506473	0.0234543396	0	0.0005000125	0	0.0003429882	0.034483216	0.0007861464	0.0336120992	0.0106797672	0.0085584686	0	0.0165016679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19E-05	0	0	0	0	0	0	0	0	3.69E-05	0	0	0	0.0005412935	0.0003424067	0.0002441305	0.0005608634	0.0003620761	0.0002480251	0.0002165818	0.0003288184	0.0002982018	0.0003094979	0.0007407741	0.0002987529	0.000531156	0.000420489	0.00161354	0.00101809	0.00168599	0.00333926	0.00126422	0.000160259	0.00094336	0.00103872	0.00106693	0.00207441	0.00117296	0.00154078	0.00150041	0.000458477	0.000568939	0.00267967	0.00168008	0.00149217	0.00105709	0.00119434	0.00314588	0.00145207	0.001043	0.00158538	0.000931494	0.00079454	0.00229916	0.00154364	0.00116823	0.00220975	0.00134053	0.00170573	0.00182389	0.00198666	0.00204471	0.00164084	0.00271635	0.00237841	0.00189305	0.000431185	0.00158171
Mitochondrial_electron_transport_system_in_plants	0.0079785498	0.0039281001	0.0022788754	0.0049338109	0.0017362973	0.0053565192	0.0132230438	0.000340164	0.0013262775	0.000340223	0.0023411722	0.0037379185	0.0033282933	0	0.0064567858	0	0	0	0	0	0	0	0	0.0001183808	0.001625168	0.0001007095	0.0053384615	0.0020205078	0.0001140458	0.0001492104	0.0019762355	0.0002114529	0.0004301339	0.0005025929	0.0021126347	0.0002027534	0.0003805652	0.0004883784	0.0020305989	0.0025463645	0.0011699242	0.0005796978	0.0002219353	0.0002121793	0.0001246933	0.0001230675	0.0010946336	0.0001954671	0.0003094342	0.0001302029	0.0003280201	0.0015677897	5.79E-05	0.0003375067	0.0001399435	0.0002504895	0.0011386153	0.0002292872	4.98E-05	1.02E-05	2.83E-06	9.54E-06	1.11E-06	0.000332753	0	0	0.000461875	1.78E-05	5.20E-06	0	1.16E-05	6.22E-06	2.64E-07	2.47E-05	5.34E-07	1.54E-05	9.12E-05	7.71E-07	1.07E-05	0.000572011	1.59E-05	1.57E-05	2.61E-06	4.28E-06	4.03E-06	4.95E-06	0	0.000723431	7.60E-06	1.15E-06	1.57E-05	3.50E-05	3.17E-06	6.56E-06	0	1.88E-05	2.99E-05	1.98E-06	2.27E-05	0	2.63E-06	0.000187293
Molybdopterin_oxidoreductase	0.524382004	0.0603356169	0.0469378345	0.1228800637	0	0.0005000125	0	0.0017935427	0.1229017184	0.0002312195	0.1570875837	0.0459229989	0.0532526935	0	0.5167902452	0	0	0	0	0	0	0	0	5.26E-05	0	5.75E-05	0.0233737981	0.0007647614	3.89E-05	6.39E-05	0.0001846648	0.0005745134	0	5.48E-05	0.0311766939	5.96E-05	8.38E-05	0	0	4.20E-05	0.0001806639	2.97E-05	0.0016132586	0.0009963203	5.76E-05	0.0006918135	0.0001808067	0	0	0	5.10E-05	7.24E-05	0	0	4.11E-05	0	0.0062341714	0	4.98E-05	0.000337359	0.000169377	0	0.000438556	0.00149964	1.32E-05	0.000203104	0.000872362	0.000801189	7.83E-06	9.17E-06	0.00870877	0	3.34E-05	5.88E-05	2.94E-06	0	0.000302296	0.00358801	0.00440467	0.00227186	0.0238004	0	0.00407333	0.00107432	1.48E-05	0.000767055	7.81E-06	0.00396473	0	6.87E-05	0.000831584	0.0059347	6.16E-06	0.000290925	2.96E-06	0.00673386	0.00456227	0.000218518	0.018216	0.000314693	2.30E-05	7.39E-05
Monosaccharides	2.9776634812	1.618203638	2.7136335477	2.2600083111	1.6079437091	2.0983997246	1.9584417134	3.2610544925	2.3477548806	2.2208008093	3.0298662829	3.2537704307	1.7469444229	2.6380143341	2.9278846098	2.8465776676	2.5064673757	3.8278841908	3.48469659	3.9594843462	4.1174650399	1.1389254868	3.245190202	1.8861672706	1.9472059243	2.0223463449	2.8334609657	2.1456269921	2.4375330252	2.0301040345	2.7267227775	2.9664646174	2.1695986095	1.63367314	1.1961916182	2.1399564381	1.8044467889	2.1296996587	1.9221554366	2.4738168777	2.1538191507	3.4249469163	2.0366480737	2.2679157079	2.4814001998	3.0167234507	2.3441923974	3.1187807856	2.8682769555	3.8651249785	3.373561745	3.6965333784	3.0152369995	3.3550756384	3.6867834811	2.950573274	3.6538137041	3.7341470589	3.1120653113	4.48068	3.19941	4.82582	4.33537	5.43913	6.48604	7.67635	3.82797	4.39852	7.819	5.15544	6.30529	6.45325	7.09009	5.34645	4.7537	3.54015	6.8379	7.07147	5.57343	5.06952	3.65818	6.87563	4.54562	4.7336	5.31667	4.77003	5.85892	5.57359	6.19512	5.43071	5.30725	4.29265	4.76323	6.90276	7.06038	4.91378	4.52591	6.929	4.54384	5.91897	6.61051	4.75813
NAD_and_NADP	0.5509091544	0.3356890514	0.423509373	0.3925690002	0.3592869472	0.4115016144	0.4323040159	0.3976784571	0.5371234556	0.2565001886	0.4488822962	0.461119591	0.3942635166	0.6137843418	0.5415104262	0.6216614202	0.4632557248	0.381300684	0.6522159393	0.8287292818	0.3311258278	0.1610305958	0.4127754717	0.546409655	0.5453331176	0.5783769526	0.5488436121	0.4287539876	0.4832305013	0.4923612773	0.6969716914	0.5477380178	0.5885754496	0.8060326009	0.6245327844	0.6237822621	0.4911035165	0.447304245	0.4952079059	0.5231516977	0.5078033316	0.4950443386	0.4769236617	0.5660422376	0.6084785329	0.454889065	0.4737072073	0.5397866899	0.4953187278	0.5026604896	0.4875212108	0.4686547463	0.4725963521	0.4787620003	0.4983329423	0.4979475293	0.5224966898	0.4752583941	0.5113570379	0.418347	0.419743	0.415347	0.402922	0.382594	0.350922	0.362333	0.781488	0.516098	0.392874	0.376292	0.412785	0.373857	0.350873	0.377023	0.395754	0.437698	0.389031	0.388213	0.470855	0.448153	0.513105	0.368287	0.504808	0.423395	0.423855	0.421608	0.409189	0.401057	0.419119	0.458348	0.434524	0.448625	0.479881	0.390327	0.403217	0.423106	0.436532	0.37879	0.411336	0.413819	0.408984	0.433679
Nucleotide_sugars	6.94E-05	0.000628496	8.88E-05	0.0014111371	0.0003064054	0.0016167071	0.0001137676	0.0001286206	0	0.0020671027	0.001009492	0.0021359534	0.0007132057	0	0.0001677984	0	0	0	0	0	0.0236518448	0	0	9.78E-05	0.0001441959	6.77E-05	0.0002161833	0.0004491057	0	0.0005196932	0.0003200856	4.39E-05	4.60E-05	0.000131588	0.000254917	4.35E-05	0.0001131637	0.0001984983	0.00075469	0.0002861131	0.0001851805	4.45E-05	0.000313463	0.0001199274	0.0002691604	8.24E-05	0.0002742234	0.0003312201	0.0002510983	9.77E-05	0.0006220485	0.0007507045	0.0005740615	0.0002301182	0.0001685194	0.000328022	0.0004347708	0.0003174746	0.0005742694	0.000109456	0.000613708	0.000406587	0.000228504	0.00181837	5.07E-06	1.14E-05	9.10E-05	7.56E-05	5.85E-06	1.89E-05	1.73E-05	3.00E-05	4.06E-06	0.000186056	1.52E-05	0.000482734	9.79E-05	1.61E-05	5.75E-05	0.00128489	0.000115704	0	1.89E-05	8.79E-05	2.27E-05	6.60E-05	5.83E-06	0.000209568	2.12E-05	0.000149654	0.000204323	3.76E-05	6.64E-05	3.01E-05	3.55E-06	0.000331773	2.54E-05	0.000102821	0.000129178	5.60E-05	5.54E-05	0.00148434
Nucleotidyl-phosphate_metabolic_cluster	0.0031405435	0.0078562001	0.0577861488	0.0416123922	0.0061281081	0.0067814195	0.0094711514	0.0055048174	0.0122017533	0.0181936379	0.0220484821	0.0197575693	0.0297169049	0.0612536582	0.0028974381	0	0	0.013414416	0	0	0	0	0.0214178625	0.0038881087	0.0141714474	0.0063819363	0.0041174758	0.0046648323	0.0069675937	0.0041658639	0.005425451	0.0207426081	0.0036241888	0.0046884305	0.0187532928	0.0147727545	0.0031661874	0.0103454029	0.0070684107	0.0064383175	0.0052866775	0.0062065156	0.0111683176	0.0055355518	0.0147434255	0.0022360402	0.0072284992	0.0290343806	0.0255968054	0.022236219	0.0124239733	0.01859261	0.0247090443	0.0265123232	0.0166327299	0.0239207531	0.0255298898	0.0174081903	0.0293645605	0.00339821	0.00944003	0.00381637	0.00622255	0.00522367	0.00114923	0.000914736	0.0092143	0.00601074	0.00345676	0.00123408	0.00318229	0.00146879	0.00136307	0.00427562	0.0015221	0.0118171	0.00109443	0.0025499	0.00336045	0.00556989	0.00584073	0.00283268	0.00178017	0.00327042	0.0036895	0.00379121	0.0013524	0.00600865	0.00202247	0.00276312	0.00368059	0.00516132	0.00397568	0.00288259	0.00129565	0.004375	0.00448094	0.00160113	0.00515677	0.00128389	0.00356242	0.00491858
One-carbon_Metabolism	1.1136655152	0.4790315935	0.5320591313	1.1494599785	0.5794727004	0.5467986454	0.4642863721	0.6903563653	0.730074192	0.4681474771	0.9615906439	0.6929214179	0.6727630679	0.4454377663	1.1170671782	0.852104145	0.8239133834	0.7146757175	0.793258777	1.2891344383	0.5663288795	0.7016333103	0.6632529633	0.7057323443	0.7895486098	0.8092885126	0.7025562045	0.8218380447	0.7549931969	0.7738437265	0.8911758642	0.7350669124	0.7732603449	0.5812526646	0.9241703899	0.8095719105	0.7497740026	0.8157594049	0.8292620498	0.7980035403	0.7896362596	0.6836686362	0.8822914768	0.8241561372	0.7683202701	0.8157657247	0.8019923076	0.6423743712	0.5945955787	0.6552582718	0.5376890881	0.5869529002	0.5832536527	0.5546621775	0.6039320429	0.6581640092	0.5874605393	0.5736556532	0.6127796314	0.663463	0.724602	0.674993	0.695416	0.661646	0.665576	0.639951	0.498921	0.644809	0.623323	0.631382	0.638601	0.673241	0.658726	0.639162	0.700726	0.579524	0.643742	0.604123	0.611823	0.650076	0.610451	0.622881	0.633384	0.645388	0.654356	0.659158	0.710267	0.674006	0.611596	0.623104	0.627261	0.612236	0.649865	0.626288	0.543457	0.627114	0.686188	0.643877	0.656821	0.671233	0.636106	0.641751
Organic_acids	0.5144102445	0.1926705934	0.2132402535	0.445526997	0.2118588867	0.3061013408	0.1698147978	0.3420937851	0.4622971171	0.253526487	0.4999107853	0.3054551371	0.2217561466	0.2336389534	0.5338249716	0.2849586213	0.3134954366	0.3659656226	0.2205513784	0	0.3114159571	1.384863124	0.2900662514	0.1642153062	0.1677322803	0.2108094892	0.3609955257	0.130260549	0.1885345048	0.094425075	0.2416854407	0.30871253	0.1825899018	0.0885048607	0.1317901312	0.2404671297	0.1676011111	0.1306920734	0.1110883519	0.2488959698	0.2086705648	0.3455793082	0.1940959243	0.2519943119	0.2385124174	0.3146967062	0.2075488448	0.274566337	0.257619566	0.3178420365	0.3319669669	0.3194419037	0.2812189854	0.2814564815	0.3202703896	0.3037057785	0.2626968323	0.2940030439	0.2465334568	0.384171	0.175483	0.283471	0.300354	0.335879	0.359552	0.35643	0.3366	0.325555	0.366364	0.442292	0.326472	0.378149	0.3817	0.2782	0.444672	0.276903	0.38796	0.3912	0.341843	0.297815	0.307875	0.373732	0.292037	0.390462	0.359804	0.39816	0.385916	0.300865	0.375238	0.374641	0.293278	0.252539	0.355133	0.36669	0.375158	0.304434	0.32357	0.370012	0.304848	0.349519	0.358266	0.29938
Organic_sulfur_assimilation	0.4385110032	0.3557093722	0.3473574195	0.5644955751	0.4555520717	0.4147156254	0.4154263646	0.4971558686	0.5570853973	0.7923835402	0.4713423055	0.4807211626	0.638841851	0.2666883809	0.4418410841	0.4186218468	0.3794193734	0.3340559483	0.1502396239	0.8287292818	0.1222011984	0.2415458937	0.344304296	0.5050718644	0.5314404795	0.5006528609	0.2116941587	0.6289948944	0.4264711963	0.5083250928	0.3681802166	0.3846161824	0.5131664089	0.384709131	0.5499913266	0.4435908733	0.5182840839	0.5877014667	0.5161190149	0.3916410439	0.4801250518	0.648163096	0.4816933364	0.4415093656	0.4326232632	0.2882842847	0.4582228866	0.4134605386	0.4727176468	0.3403626283	0.5010870184	0.4503447271	0.4776534335	0.5352937263	0.3283976901	0.4580925752	0.4198933094	0.3347547905	0.3940237029	0.228658	0.436687	0.295155	0.29526	0.30588	0.291852	0.33086	0.356793	0.260765	0.263488	0.239335	0.273909	0.302546	0.28742	0.359517	0.189704	0.343873	0.275311	0.281844	0.29689	0.25301	0.217108	0.353576	0.21013	0.255075	0.275432	0.193501	0.23641	0.334494	0.263217	0.275152	0.281973	0.313642	0.27475	0.295927	0.248279	0.30646	0.312014	0.281808	0.257169	0.287385	0.203702	0.260389
Osmotic_stress	0.1872148441	0.187587764	0.2191724929	0.3071002845	0.180953808	0.172239564	0.1791641834	0.3754471713	0.2988545383	0.4042006015	0.3391086775	0.4418372251	0.2825483316	0.1088953924	0.1926803295	0.2175582288	0.1552170164	0.0719331122	0.2791068581	0	0.0946073794	0	0.1317198544	0.1102201602	0.1718021691	0.1090989841	0.1005326929	0.2327127286	0.0948585572	0.1943480433	0.0802139595	0.1396929858	0.0757557426	0.0828127215	0.1548559998	0.1405514095	0.0881266686	0.2202887598	0.1509565798	0.0995192429	0.1082809483	0.381818662	0.1250120612	0.1033930437	0.1198294657	0.0818802405	0.1433905159	0.1705164661	0.186556503	0.1361183469	0.2849149607	0.1467172769	0.1783973681	0.1720133931	0.1287177501	0.1526022777	0.1626983136	0.1489311129	0.1828742502	0.109198	0.244696	0.257092	0.232456	0.221871	0.247543	0.273125	0.133013	0.178456	0.301727	0.131346	0.235242	0.242979	0.257585	0.239267	0.0810355	0.125373	0.238779	0.252965	0.227103	0.186285	0.203464	0.269474	0.175069	0.181794	0.179838	0.1541	0.187379	0.227854	0.274488	0.185958	0.205371	0.191737	0.215875	0.241806	0.200737	0.223201	0.23962	0.252511	0.279384	0.263745	0.256118	0.208639
Oxidative_stress	0.7327429047	0.7510041709	0.7672187405	0.8002244948	0.9092299639	0.7645461473	0.896269019	1.0731712695	0.957965329	1.1295549649	0.8585349603	0.8843676496	0.8254733158	1.0980278031	0.7114221246	0.8514373321	1.0177390876	0.8140041186	0.966241361	0.8287292818	0.6285811319	1.3492063492	0.872871617	0.9994583035	0.9417009484	0.8963394256	0.9161424855	0.9488469426	0.9602494593	1.055201573	0.885651713	0.9455344682	0.9248398651	0.772575446	1.0065532228	0.8778449628	0.9794175892	1.0359003519	0.9722811921	0.9062706803	0.9048056467	1.1790965436	0.9584912592	0.9016223187	0.8964077134	0.9159421007	0.9411833646	0.8115756171	0.8280207198	0.8198098725	1.0415601887	0.7706171106	0.8127194498	0.815722891	0.8259907108	0.8058747717	0.8596058952	0.8088315587	0.8497167052	0.767768	0.826617	0.821301	0.794229	0.798704	0.669907	0.748376	0.852046	0.794349	0.796233	0.711623	0.734339	0.73431	0.711125	0.789841	0.778412	0.784932	0.682723	0.767203	0.779195	0.799126	0.850586	0.70269	0.835344	0.765344	0.752497	0.77513	0.79288	0.750835	0.72442	0.777979	0.73981	0.844399	0.779279	0.726663	0.672605	0.766172	0.801408	0.691191	0.802944	0.719171	0.828414	0.816213
Pathogenicity_islands	0.1046745899	0.0430038751	0.1008408339	0.0869934947	0.0689748214	0.1079130405	0.1139036483	0.0904488532	0.076577265	0.0885247187	0.0879578209	0.1221069027	0.0744943371	0.132489394	0.0991468961	0.1146416079	0.0766503785	0.0725042718	0.0265816055	0.1744693225	0.0422579628	0	0.0573833166	0.0581677907	0.0838876078	0.0827636627	0.0826244423	0.0795935689	0.0940061337	0.1252004477	0.1090979056	0.1003946621	0.0576369172	0.081634464	0.0820762701	0.0675098765	0.0765962135	0.1208182311	0.1262255797	0.0947589807	0.0744005203	0.100564972	0.0948466922	0.0712001658	0.0936975005	0.0793204172	0.0814191985	0.0868379592	0.1153824697	0.0554388441	0.0938195743	0.108163999	0.1306826567	0.123649708	0.0646991357	0.1432757692	0.0900586626	0.069633305	0.1008750124	0.0540018	0.0827478	0.123097	0.0922215	0.113308	0.149756	0.0686626	0.101917	0.100717	0.0795372	0.0748724	0.0791525	0.13786	0.087255	0.0939427	0.0477467	0.0894753	0.120628	0.0756027	0.088318	0.0799074	0.10452	0.0996472	0.07539	0.0685808	0.101236	0.0609852	0.0761379	0.10215	0.0856258	0.107412	0.0983381	0.127731	0.089924	0.0928165	0.113505	0.101254	0.116236	0.131206	0.128609	0.103774	0.0608337	0.100697
Peripheral_pathways_for_catabolism_of_aromatic_compounds	0.2008663289	0.0505999108	0.1021714774	0.2855292377	0.0930609938	0.040742003	0.0566893516	0.0795155608	0.2288415125	0.2500493325	0.3083243588	0.1945501798	0.0893122511	0.0591953703	0.2127405062	0.035650298	0.0431158379	0.0359790687	0.0496696286	0	0.0473036897	0.0536768653	0.0374387636	0.0498558048	0.0482830495	0.0418533621	0.0396347399	0.0336549933	0.0451362684	0.0278126958	0.0551234927	0.0592597897	0.0526764221	0.018677729	0.06593549	0.0600364484	0.0460042121	0.0822901361	0.0360143302	0.042895064	0.0491121368	0.155016358	0.0540176937	0.0511151965	0.0374714083	0.0523783676	0.0735058888	0.0460078726	0.0409007599	0.0557465949	0.0649947053	0.0304347467	0.0326531388	0.0395543764	0.042363914	0.0358215972	0.040933278	0.0393611842	0.0443607499	0.0252495	0.0292148	0.0297497	0.0300114	0.0177791	0.0121317	0.0150069	0.0161197	0.0138381	0.0238639	0.0308794	0.0148775	0.0212094	0.0184776	0.0235612	0.0210118	0.0276358	0.014351	0.0197924	0.015505	0.0144056	0.0150206	0.0152566	0.0116458	0.0243809	0.02184	0.0178497	0.0149293	0.0170647	0.0174354	0.018379	0.0174559	0.0234451	0.0170687	0.0143251	0.0137502	0.0242405	0.0327416	0.0158044	0.0182016	0.0159862	0.0175001	0.0159439
Periplasmic_Stress	0.2047718862	0.1222686611	0.1039527698	0.088137112	0.1082059031	0.0878816719	0.1168108671	0.1197045257	0.1500904079	0.106586512	0.0933197789	0.1347430626	0.1218545494	0.2143878037	0.2089740811	0.1450388192	0.0574877838	0.1698265069	0.1993620415	0	0.2444023967	0	0.1287196538	0.0581087868	0.0470226698	0.0802846756	0.109943737	0.0292866625	0.0643326371	0.0232925634	0.1118873156	0.1128910764	0.067910969	0.035679659	0.0445113711	0.0769130483	0.0489303795	0.032781791	0.0271669653	0.103329229	0.0626423618	0.0975192949	0.0563669609	0.070089288	0.0881987656	0.1387462854	0.0568746964	0.1576998395	0.1294581198	0.2269245824	0.1751357818	0.141582721	0.0957288503	0.110219937	0.2130172612	0.1377254878	0.1687301034	0.2037334745	0.1575070199	0.18646	0.0829661	0.113969	0.138759	0.14613	0.193384	0.140678	0.145736	0.175132	0.127799	0.198348	0.147666	0.17022	0.157594	0.153802	0.227864	0.145162	0.156194	0.144401	0.136871	0.150007	0.190815	0.160146	0.179823	0.188154	0.17729	0.17531	0.183725	0.155787	0.140813	0.166787	0.166701	0.13775	0.14597	0.16027	0.176491	0.156973	0.18672	0.156608	0.171978	0.164547	0.132105	0.162537
Phage_family-specific_subsystems	0.0002724804	0.0037709761	0.000321492	0.000232605	0	0.0004375109	0.0005119541	4.29E-05	0	0.0001156098	0.0001593935	0	0.0007132057	0	0.0003230343	0	0	0	0	0	0	0	0.0071392875	0	3.24E-05	0	5.85E-05	0	3.89E-05	0	5.17E-05	2.39E-05	0	0	4.19E-05	3.31E-06	0	0	7.78E-05	1.05E-05	0.0002258299	0	0.0014519327	7.38E-05	0.0001151015	0.0010541921	0.0001808067	0	0.0002853389	4.88E-05	0.0001019752	0	0.0003307001	0	4.11E-05	5.96E-05	0.0001768559	0.0001322811	4.98E-05	5.32E-05	1.33E-05	1.35E-05	0	0.000162277	0	0.000302878	0	2.84E-06	0	2.29E-06	4.27E-05	0.000417349	2.23E-05	8.67E-06	0.00588	1.95E-06	0	0	0	0	0	1.76E-05	0.000131764	0.00011431	2.71E-05	4.67E-06	0	6.89E-06	0	0.000182757	0	0	0	9.83E-05	2.97E-06	0	0	0	0	0	4.19E-06	3.43E-05
Phage_Host_Interactions	0.0008174413	0.208660675	0.0174738566	0.0017057702	0.061281081	0.0016667083	0.0312292019	0.0119295596	0	0.00201161	0.0006774223	0.0045389011	0.0042792343	0.013611924	0.0012382981	0	0	0	0	0	0	0	0	9.21E-05	3.24E-05	5.75E-05	0.0003250876	0	3.89E-05	0.0001278947	3.69E-05	0.0009415637	0	0	0.0003142812	5.96E-05	4.19E-05	0	7.78E-05	5.61E-05	4.52E-05	0.0007858434	0.000207419	7.38E-05	0	0.0001647175	9.04E-05	0.0006315091	0.0012650026	0.0002685435	0.0021924659	0.0008689827	0.0021082134	0.0001895091	0.0012125178	0.0004771229	0.0007516377	0.0008995114	0.0004481293	0.000206867	3.11E-05	0	2.64E-05	1.28E-05	8.26E-06	2.46E-06	9.47E-05	2.81E-05	1.30E-05	6.20E-05	6.02E-05	1.95E-05	5.57E-06	8.69E-06	6.06E-05	0.000363734	0	1.93E-06	1.06E-05	0.000417438	0.000318412	3.14E-05	9.87E-05	5.71E-05	2.46E-05	0.000765661	5.85E-06	4.13E-05	3.95E-05	5.46E-06	2.03E-06	5.23E-05	0.000368297	3.28E-05	3.56E-05	9.21E-05	0.000551675	0.00881	6.67E-06	0	0.000202821	0.00121507
Phages_Prophages	0.1575381277	4.7998460321	0.9168870532	0.7484841433	1.7237633631	0.8221895064	2.7688883038	1.453332531	0.1588233139	1.0017984539	0.2310500223	0.5682712439	0.5927292166	0.3519816693	0.1660989654	0.3242044194	0.2912714382	0.1971682032	0.4784688995	1.1049723757	0.1892147588	0.9661835749	0.2635998018	0.1026532427	0.1587408914	0.1697687169	0.1945648517	0.1648362286	0.1411825519	0.2696397712	0.2057649339	0.3425650504	0.1119089042	0.1765486648	0.1753390047	0.1325873435	0.1331011487	0.4222902203	0.2810167972	0.1757063638	0.2066893868	0.4477603837	0.2730081331	0.1282626348	0.1833034845	0.2116652113	0.1103080473	0.2028364122	0.2113490602	0.1573608456	0.7098470422	0.2292316533	0.2856215457	0.2686507943	0.2034946761	0.2597100484	0.2683764569	0.2193596248	0.2134611898	0.258287	0.245014	0.335872	0.202445	0.283988	0.19498	0.171008	0.855852	0.289418	0.139752	0.156311	0.286663	0.21522	0.138616	0.179459	0.154187	0.315546	0.198514	0.177453	0.278074	0.311256	0.313117	0.169607	0.433521	0.239447	0.213535	0.225262	0.20253	0.203957	0.229727	0.261355	0.24907	0.242649	0.275808	0.249567	0.238022	0.258558	0.35998	0.189781	0.236012	0.197799	0.324138	0.286795
Phospholipids	0.5486032219	0.4493231727	0.4602027197	0.5091160966	0.5202721439	0.5274436947	0.6320075068	0.5471736997	0.6644598028	0.6348798266	0.6506506067	0.7196464874	0.6617185797	0.5838882187	0.5316791694	0.7295086962	0.4046181853	0.5034232803	0.9631508842	0.8287292818	0.2885525071	1.5471136486	0.5773103844	0.7994975554	0.6177442832	0.5732301593	0.4560765324	0.4570866482	0.6383678456	0.4872324173	0.5356282102	0.5569060602	0.7720109078	0.3219568448	0.5937494542	0.6502266833	0.7508806253	0.4960112923	0.4796495034	0.6180113266	0.6321388022	0.5940840998	0.4240268025	0.5764836904	0.5120719053	0.6016406205	0.6539333659	0.6504386454	0.5965799246	0.670278077	0.585576133	0.5172896571	0.5397822208	0.5231187416	0.6558935186	0.5194535688	0.5698368958	0.6362344583	0.6172011123	0.51616	0.733267	0.62286	0.579357	0.423196	0.410408	0.41882	0.411167	0.385077	0.425374	0.469487	0.430136	0.411006	0.44777	0.534984	0.522814	0.559061	0.40046	0.441298	0.408031	0.388212	0.354587	0.429499	0.322445	0.436773	0.425227	0.479385	0.407303	0.508381	0.420288	0.425161	0.432489	0.481873	0.446862	0.433023	0.350878	0.442394	0.530331	0.42377	0.500638	0.440244	0.533107	0.447977
Pigment_biosynthesis	0.0004334916	0.0020949867	0.0032914659	0.0043258073	0.0007660135	0.0005312633	0	0.0060237309	0	0.0007996342	0.0022514328	0.007475837	0.0021396172	0	0.0004037929	0	0	0.006707208	0	0	0	0	0.02855715	0.0371321119	0.0149974558	0.0097256559	0.0058840855	0.0086672962	0.0239650425	0.0048599969	0.0046289303	0.0123759769	0.0345884302	0.004468508	0.0064672085	0.0147741625	0.0446507469	0.0098946555	0.0115226376	0.0119177687	0.021549189	0.0106459544	0.005185474	0.0106643168	0.0056399729	0.0067369461	0.0312946178	0.0151111095	0.0187410618	0.0110346983	0.0175843411	0.0140364852	0.0139720806	0.0213351151	0.0156805266	0.0164309183	0.0156738564	0.0148220952	0.017667912	0.00338911	0.0131221	0.0112846	0.00693896	0.00204161	0.000100832	0.000321967	0.00685095	0.00615528	0.000187318	0.000378953	0.00361121	0.000557797	0.00119767	0.00684427	0.00106627	0.00755884	0.000917475	0.0027258	0.0053256	0.00467099	0.00171102	0.00105038	0.00179627	0.00328628	0.00311306	0.00354849	0.000143765	0.00383487	0.00137669	0.00736388	0.00466024	0.00660746	0.00626104	0.00158776	0.000533395	0.00557598	0.00545386	0.00138285	0.00549996	0.00286035	0.00827093	0.00704124
