Level_1	Level_2	Level_3
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Methionine_Biosynthesis
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Methionine_Degradation
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Methionine_Salvage
RNA_Metabolism	RNA_processing_and_modification	methyl_t6A
Carbohydrates	Organic_acids	Methylcitrate_cycle
Carbohydrates	Central_carbohydrate_metabolism	Methylglyoxal_Metabolism
RNA_Metabolism	RNA_processing_and_modification	Methylthiotransferases
Virulence	Resistance_to_antibiotics_and_toxic_compounds	MexA-MexB-OprM_Multidrug_Efflux_System
Virulence	Resistance_to_antibiotics_and_toxic_compounds	MexE-MexF-OprN_Multidrug_Efflux_System
Miscellaneous	-	Microbial_ethylene_biosynthesis
Carbohydrates	One-carbon_Metabolism	millsd_methanogensis
Virulence_Disease_and_Defense	Detection	MLST
Protein_Metabolism	Protein_processing_and_modification	Modification_of_eukaryotic_initiation_factor_5A
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Molybdenum_cofactor_biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Molybdopterin_cytosine_dinucleotide
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Monika_MRSA
Virulence_Disease_and_Defense	-	MRSA_analysis_Oli
Miscellaneous	-	Muconate_lactonizing_enzyme_family
Cell_Division_and_Cell_Cycle	-	MukBEF_Chromosome_Condensation
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Multidrug_efflux_pump_in_Campylobacter_jejuni_(CmeABC_operon)
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Multidrug_Resistance_2-protein_version_Found_in_Gram-positive_bacteria
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Multidrug_Resistance_Efflux_Pumps
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Multidrug_Resistance_Operon_mdtRP_of_Bacillus
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Multidrug_Resistance_Tripartite_Systems_Found_in_Gram_Negative_Bacteria
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Multiple_Antibiotic_Resistance_MAR_locus
Regulation_and_Cell_signaling	Programmed_Cell_Death_and_Toxin-antitoxin_Systems	Murein_hydrolase_regulation_and_cell_death
Cell_Wall_and_Capsule	-	Murein_Hydrolases
Cell_Wall_and_Capsule	Cell_wall_of_Mycobacteria	Mycobacterial_cell_wall_virulence_lipid_phthiocerol_dimycocerosate_(PDIM)
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Mycobacterial_FadD_proteins_(fatty_acid_CoA-_and_AMP-_ligases)
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Mycobacterial_FadE_proteins_Acyl-CoA_dehydrogenase
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Mycobacterial_gene_cluster_associated_with_resistance_against_FAS-II_antibiotics
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Mycobacterial_HadABC_proteins_((3R)-hydroxyacyl-ACP_dehydrates_of_FASII)
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL1_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL10_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL11_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL12_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL2_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL3_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL4_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL5_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL6_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL7_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL8_membrane_protein_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mycobacterial_MmpL9_membrane_protein_cluster
Virulence	-	Mycobacterial_virulence_operon_MCE_involved_in_cell_invasion
Miscellaneous	-	Mycobacterium_jamboree
Virulence	-	Mycobacterium_virulence_operon_involved_in_an_unknown_function_with_a_Jag_Protein_and_YidC_and_YidD
Virulence	-	Mycobacterium_virulence_operon_involved_in_DNA_transcription
Virulence	-	Mycobacterium_virulence_operon_involved_in_fatty_acids_biosynthesis
Virulence	-	Mycobacterium_virulence_operon_involved_in_lipid_metabolism
Virulence	-	Mycobacterium_virulence_operon_involved_in_protein_synthesis_(LSU_ribosomal_proteins)
Virulence	-	Mycobacterium_virulence_operon_involved_in_protein_synthesis_(SSU_ribosomal_proteins)
Virulence	-	Mycobacterium_virulence_operon_involved_with_a_dormancy_regulon
Virulence	-	Mycobacterium_virulence_operon_involved_with_nitrate_dormancy_regulon
Virulence	-	Mycobacterium_virulence_operon_possibly_involved_in_quinolinate_biosynthesis
Virulence	-	Mycobacterium_virulence_operon_with_PE_family_and_Esat6-like_proteins
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	mycofactocin_system
Cell_Wall_and_Capsule	Cell_wall_of_Mycobacteria	mycolic_acid_synthesis
Cell_Wall_and_Capsule	Cell_wall_of_Mycobacteria	Mycolic_acid_synthesis_2
Virulence_Disease_and_Defense	Invasion_and_intracellular_resistance	MymA_operon_of_Mycobacterium_tuberculosis
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Myxoxanthophyll_biosynthesis_in_Cyanobacteria
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization
Respiration	Sodium_Ion-Coupled_Energetics	N-ATPase
Respiration	Sodium_Ion-Coupled_Energetics	N-ATPase-2
Metabolism_of_Aromatic_Compounds	Metabolism_of_central_aromatic_intermediates	N-heterocyclic_aromatic_compound_degradation
Protein_Metabolism	Protein_processing_and_modification	N-linked_Glycosylation_in_Bacteria
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	n-Phenylalkanoic_acid_degradation
Membrane_Transport	Uni-_Sym-_and_Antiporters	Na(+)_H(+)_antiporter
Respiration	Electron_donating_reactions	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes
Respiration	Sodium_Ion-Coupled_Energetics	Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes
Cofactors_Vitamins_Prosthetic_Groups_Pigments	NAD_and_NADP	NAD_and_NADP_cofactor_biosynthesis_global
Cofactors_Vitamins_Prosthetic_Groups_Pigments	NAD_and_NADP	NAD_regulation
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	Naphtalene_and_antracene_degradation
DNA_Metabolism	DNA_uptake_competence	Natural_DNA_Transformation_in_Vibrio
Carbohydrates	Aminosugars	Neotrehalosadiamine_(NTD)_Biosynthesis_Operon
Cofactors_Vitamins_Prosthetic_Groups_Pigments	NAD_and_NADP	Niacin_NAD_and_NADP_biosynthesis_in_plants
Miscellaneous	-	Nicotinate_catabolism_anaerobic
Respiration	Electron_donating_reactions	NiFe_hydrogenase_maturation
Nitrogen_Metabolism	-	Nitrate_and_nitrite_ammonification
Nitrogen_Metabolism	-	Nitric_oxide_synthase
Nitrogen_Metabolism	-	Nitrilase
Nitrogen_Metabolism	-	Nitrogen_fixation
Nitrogen_Metabolism	-	Nitrogen_Metabolism_in_Aspergillus_nidulans
Nitrogen_Metabolism	-	Nitrosative_stress
DNA_Metabolism	DNA_repair	Nonhomologous_End-Joining_in_Bacteria
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Nonmevalonate_Branch_of_Isoprenoid_Biosynthesis
Secondary_Metabolism	Bacterial_cytostatics_differentiation_factors_and_antibiotics	Nonribosomal_peptide_synthetases_(NRPS)_in_Frankia_sp._Ccl3
Nucleosides_and_Nucleotides	Pyrimidines	Novel_non-oxidative_pathway_of_Uracil_catabolism
DNA_Metabolism	-	Nucleoid-associated_proteins_in_Bacteria
Protein_Metabolism	Protein_biosynthesis	Nucleolar_protein_complex
Stress_Response	Detoxification	Nucleoside_triphosphate_pyrophosphohydrolase_MazG
Stress_Response	Detoxification	Nudix_KE
Stress_Response	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)
Clustering-based_subsystems	-	NusA-TFII_Cluster
Stress_Response	Dessication_stress	O-antigen_capsule_important_for_environmental_persistence
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	O-Methyl_Phosphoramidate_Capsule_Modification_in_Campylobacter
Miscellaneous	Plant-Prokaryote_comparative_genomics	Omega-amidase
Miscellaneous	Plant-Prokaryote_comparative_genomics	Omega-amidase_KE
Miscellaneous	Plant-Prokaryote_comparative_genomics	Omega-amidase_KE2
Carbohydrates	One-carbon_Metabolism	One-carbon_metabolism_by_tetrahydropterines
Regulation_and_Cell_signaling	-	Orphan_regulatory_proteins
Stress_Response	Osmotic_stress	Osmoprotectant_ABC_transporter_YehZYXW_of_Enterobacteriales
Stress_Response	Osmotic_stress	Osmoregulation
Stress_Response	Osmotic_stress	Osmotic_stress_cluster
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Outer_membrane
Stress_Response	Oxidative_stress	Oxidative_stress
Regulation_and_Cell_signaling	-	Oxygen_and_light_sensor_PpaA-PpsR
Stress_Response	Oxidative_stress	Oxygen_stress_response_/_Human_gut_microbiome
Phosphorus_Metabolism	-	P_uptake_(cyanobacteria)
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	p-Aminobenzoyl-Glutamate_Utilization
Metabolism_of_Aromatic_Compounds	-	p-cymene_degradation
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	p-Hydroxybenzoate_degradation
Regulation_and_Cell_signaling	Signal_transduction_in_Eukaryotes	P38_MAP_kinase_pathways
Secondary_Metabolism	Bacterial_cytostatics_differentiation_factors_and_antibiotics	Paerucumarin_Biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Coenzyme_A	Pantothenate_and_CoA_biosynthesis_in_plants
Plant_cell_walls_and_outer_surfaces	-	Pectin_metabolism_in_plants
Carbohydrates	Central_carbohydrate_metabolism	Pentose_phosphate_pathway
Carbohydrates	Central_carbohydrate_metabolism	Pentose_phosphate_pathway_in_plants
Membrane_Transport	ABC_transporters	Peptide_ABC_transport_system_Sap
Protein_Metabolism	Protein_processing_and_modification	Peptide_methionine_sulfoxide_reductase
Cell_Wall_and_Capsule	-	Peptidoglycan_Biosynthesis
Cell_Wall_and_Capsule	-	Peptidoglycan_biosynthesis--gjo
Cell_Wall_and_Capsule	-	Peptidoglycan_Crosslinking_of_Peptide_Stems
Protein_Metabolism	Protein_folding	Peptidyl-prolyl_cis-trans_isomerase
Carbohydrates	Central_carbohydrate_metabolism	Peripheral_Glucose_Catabolism_Pathways
Stress_Response	Periplasmic_Stress	Periplasmic_Acid_Stress_Response_in_Enterobacteria
Protein_Metabolism	Protein_folding	Periplasmic_disulfide_interchange
Stress_Response	Periplasmic_Stress	Periplasmic_Stress_Response
Membrane_Transport	ABC_transporters	Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Perosamine_Synthesis_Vibrio
Dormancy_and_Sporulation	-	Persister_Cells
Iron_acquisition_and_metabolism	Siderophores	Petrobactin-mediated_iron_uptake_system
Potassium_metabolism	-	pH_adaptation_potassium_efflux_system
Phages_Prophages_Transposable_elements	Bacteriophage_structural_proteins	Phage_capsid_proteins
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_carbon_metabolism
Phages_Prophages_Transposable_elements	Phage_family-specific_subsystems	Phage_cyanophage
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_DNA_methyltransferases
Phages_Prophages_Transposable_elements	Superinfection_Exclusion	Phage_Dual_Exonuclease_Exclusion
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_Ea_cluster
Phages_Prophages_Transposable_elements	Phage_Host_Interactions	Phage_entry_and_exit
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_Family_Inoviridae
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_head_and_packaging
Phages_Prophages_Transposable_elements	Bacteriophage_integration/excision/lysogeny	Phage_integration_and_excision
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_neck_proteins
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_nin_genes_-_N-independent_survival
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_packaging_machinery
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_photosynthesis
Stress_Response	-	Phage_shock_protein_(psp)_operon
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_tail_fiber_proteins
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Phage_tail_proteins_2
Regulation_and_Cell_signaling	Programmed_Cell_Death_and_Toxin-antitoxin_Systems	Phd-Doc_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems
Secondary_Metabolism	Bacterial_cytostatics_differentiation_factors_and_antibiotics	Phenazine_biosynthesis
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	Phenol_hydroxylase
Metabolism_of_Aromatic_Compounds	-	Phenylacetyl-CoA_catabolic_pathway_(core)
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	Phenylalanine_and_Tyrosine_Branches_from_Chorismate
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	Phenylpropanoid_compound_degradation
Secondary_Metabolism	Biosynthesis_of_phenylpropanoids	Phenylpropanoids_general_biosynthesis_in_plants
Secondary_Metabolism	Biosynthesis_of_phenylpropanoids	Phenylpropionate_Degradation
Phosphorus_Metabolism	-	Phosphate_metabolism
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	Phosphatidylcholine_biosynthesis_in_plants
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	Phosphatidylethanolamine_biosynthesis_in_plants
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	Phosphatidylglycerol_biosynthesis_in_plants
Phosphorus_Metabolism	-	Phosphoenolpyruvate_phosphomutase
Membrane_Transport	-	Phosphoglycerate_transport_system
Regulation_and_Cell_signaling	Signal_transduction_in_Eukaryotes	Phosphoinositides_biosynthesis_in_plants
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	Phospholipid_desaturation_in_plants
Phosphorus_Metabolism	-	Phosphonate_metabolism
Amino_Acids_and_Derivatives	-	Phosphonoalanine_utilization
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Phosphorylcholine_incorporation_in_LPS
Carbohydrates	CO2_fixation	Photorespiration_(oxidative_C2_cycle)
Carbohydrates	CO2_fixation	Photorespiration_(oxidative_C2_cycle)_in_plants
Photosynthesis	Electron_transport_and_photophosphorylation	Photosystem_I
Photosynthesis	Electron_transport_and_photophosphorylation	Photosystem_II
Photosynthesis	Electron_transport_and_photophosphorylation	Photosystem_II-type_photosynthetic_reaction_center
DNA_Metabolism	DNA_replication	Plasmid_replication
Phages_Prophages_Transposable_elements_Plasmids	Plasmid_related_functions	Plasmid-encoded_T-DNA_transfer
Regulation_and_Cell_signaling	Signal_transduction_in_Eukaryotes	Plastidial_(p)ppGpp-mediated_response_in_plants
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Plastoquinone_Biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Plastoquinone_biosynthesis_in_plants
Amino_Acids_and_Derivatives	Glutamine_glutamate_aspartate_asparagine;_ammonia_assimilation	Poly-gamma-glutamate_biosynthesis
Amino_Acids_and_Derivatives	Glutamine_glutamate_aspartate_asparagine;_ammonia_assimilation	Poly-gamma-glutamate_biosynthesis_COPY
RNA_Metabolism	RNA_processing_and_modification	Polyadenylation_bacterial
Amino_Acids_and_Derivatives	Arginine;_urea_cycle_polyamines	Polyamine_Metabolism
Cell_Wall_and_Capsule	Gram-Positive_cell_wall_components	Polyglycerolphosphate_lipoteichoic_acid_biosynthesis
Fatty_Acids_Lipids_and_Isoprenoids	-	Polyhydroxybutyrate_metabolism
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Polymyxin_Synthetase_Gene_Cluster_in_Bacillus
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Polyprenyl_Diphosphate_Biosynthesis
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	polyprenyl_synthesis
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Polysaccharide_deacetylases
Fatty_Acids_Lipids_and_Isoprenoids	-	Polyunsaturated_fatty_acids_biosynthesis_in_plants
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Polyunsaturated_Fatty_Acids_synthesis
Potassium_metabolism	-	Potassium_homeostasis
Carbohydrates	-	Predicted_mycobacterial_monooxygenase
Membrane_Transport	Protein_secretion_system_Type_II	Predicted_secretion_system_X
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	Prenylated_indole_derivatives_in_actinomycetes
Protein_Metabolism	Protein_biosynthesis	Programmed_frameshift
Amino_Acids_and_Derivatives	Proline_and_4-hydroxyproline	Proline_4-hydroxyproline_uptake_and_utilization
Amino_Acids_and_Derivatives	Proline_and_4-hydroxyproline	Proline_metabolism_in_plants
Amino_Acids_and_Derivatives	Proline_and_4-hydroxyproline	Proline_Synthesis
Carbohydrates	Sugar_alcohols	Propanediol_utilization
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Prophage_lysogenic_conversion_modules
Virulence_Disease_and_Defense	Toxins_and_superantigens	Prophage-encoded_Exotoxins
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Prophage-encoded_Rst_operon
Carbohydrates	Organic_acids	Propionate-CoA_to_Succinate_Module
Carbohydrates	Organic_acids	Propionyl-CoA_to_Succinyl-CoA_Module
Protein_Metabolism	Protein_degradation	Proteasome_archaeal
Protein_Metabolism	Protein_degradation	Proteasome_bacterial
Protein_Metabolism	Protein_degradation	Proteasome_eukaryotic
Clustering-based_subsystems	Proteasome_related_clusters	Proteasome_subunit_alpha_archaeal_cluster
Stress_Response	Oxidative_stress	Protection_from_Reactive_Oxygen_Species
Protein_Metabolism	Protein_processing_and_modification	Protein_Acetylation_and_Deacetylation_in_Bacteria
Protein_Metabolism	Protein_folding	Protein_chaperones
Protein_Metabolism	Protein_degradation	Protein_degradation
Protein_Metabolism	Secretion	Protein_secretion_by_ABC-type_exporters
Protein_Metabolism	Protein_degradation	Proteolysis_in_bacteria_ATP-dependent
Photosynthesis	-	Proteorhodopsin
Metabolism_of_Aromatic_Compounds	Metabolism_of_central_aromatic_intermediates	Protocatechuate_branch_of_beta-ketoadipate_pathway
Membrane_Transport	Uni-_Sym-_and_Antiporters	Proton-dependent_Peptide_Transporters
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Pseudaminic_Acid_Biosynthesis
Regulation_and_Cell_signaling	-	Pseudomonas_quinolone_signal_PQS
Nucleosides_and_Nucleotides	-	Pseudouridine_Metabolism
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Pterin_biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Pterin_carbinolamine_dehydratase
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Pterin_metabolism
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Pterin_metabolism_3
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	PUFA_enrichment_in_oilseed_in_plants
Nucleosides_and_Nucleotides	Purines	Purine_conversions
Nucleosides_and_Nucleotides	Purines	Purine_de_novo_biosynthesis_in_plants
Nucleosides_and_Nucleotides	Purines	Purine_nucleotide_synthesis_regulator
Nucleosides_and_Nucleotides	Purines	Purine_Utilization
Clustering-based_subsystems	-	Putative_diaminopropionate_ammonia-lyase_cluster
Clustering-based_subsystems	-	Putative_hemin_transporter
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Putative_oxidase_COG2907
Carbohydrates	-	Putative_sugar_ABC_transporter_(ytf_cluster)
Protein_Metabolism	Protein_degradation	Putative_TldE-TldD_proteolytic_complex
Clustering-based_subsystems	Streptococcus_cluster:_maybe_related_to_transport	Putative_Toxic_Anion_Resistance_Operon
Amino_Acids_and_Derivatives	Arginine;_urea_cycle_polyamines	Putrescine_utilization_pathways
Membrane_Transport	Protein_and_nucleoprotein_secretion_system_Type_IV	pVir_Plasmid_of_Campylobacter
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Pyridoxine	Pyridoxin_(Vitamin_B6)_Biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Pyridoxine	Pyridoxin(Vitamin_B6)_Degradation_Pathway
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Pyridoxine	Pyridoxine_(vitamin_B6)_biosynthesis_in_plants
Nucleosides_and_Nucleotides	Pyrimidines	pyrimidine_conversions
Nucleosides_and_Nucleotides	Pyrimidines	Pyrimidine_de_novo_biosynthesis_in_plants
Nucleosides_and_Nucleotides	Pyrimidines	Pyrimidine_utilization
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Pyrroloquinoline_Quinone_biosynthesis
Protein_Metabolism	Protein_biosynthesis	Pyrrolysine
Carbohydrates	Central_carbohydrate_metabolism	Pyruvate_Alanine_Serine_Interconversions
Carbohydrates	Central_carbohydrate_metabolism	Pyruvate_metabolism_I:_anaplerotic_reactions_PEP
Carbohydrates	Central_carbohydrate_metabolism	Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate
Carbohydrates	Central_carbohydrate_metabolism	Pyruvate:ferredoxin_oxidoreductase
RNA_Metabolism	RNA_processing_and_modification	Q_RZ
RNA_Metabolism	RNA_processing_and_modification	Queuosine_exploration_RZ
RNA_Metabolism	RNA_processing_and_modification	Queuosine-Archaeosine_Biosynthesis
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	Quinate_degradation
Respiration	Mitochondrial_electron_transport_system_in_plants	Quinol_oxidases_in_plants_(mitochondrial)
Secondary_Metabolism	Biologically_active_compounds_in_metazoan_cell_defence_and_differentiation	Quinolinic_acid_and_its_derivatives
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Quinone_disambuiguation
Respiration	-	Quinone_oxidoreductase_family
Regulation_and_Cell_signaling	Quorum_sensing_and_biofilm_formation	Quorum_sensing_in_Yersinia
Regulation_and_Cell_signaling	Quorum_sensing_and_biofilm_formation	Quorum_sensing_regulation_in_Pseudomonas
Regulation_and_Cell_signaling	Quorum_sensing_and_biofilm_formation	Quorum-sensing_in_Vibrio
Cell_Wall_and_Capsule	-	Raj_MurE
Iron_acquisition_and_metabolism	-	RCJ_pfr
Clustering-based_subsystems	clustering_of_2_heat_shock_proteins_phosphoenolpyruvate_carboxykinase_and_a_putative_hydrolase	Rcs_negative_regulator_IgaA
Regulation_and_Cell_signaling	-	Rcs_phosphorelay_signal_transduction_pathway
DNA_Metabolism	DNA_repair	RecA_and_RecX
Cell_Wall_and_Capsule	-	Recycling_of_Peptidoglycan_Amino_Acids
Cell_Wall_and_Capsule	-	Recycling_of_Peptidoglycan_Amino_Sugars
Stress_Response	Oxidative_stress	Redox-dependent_regulation_of_nucleus_processes
Respiration	-	Reductive_Dechlorination
Stress_Response	Oxidative_stress	Regulation_of_Oxidative_Stress_Response
Regulation_and_Cell_signaling	Proteolytic_pathway	Regulatory_Intramembrane_Proteolysis_Pathways
Sulfur_Metabolism	-	Release_of_Dimethyl_Sulfide_(DMS)_from_Dimethylsulfoniopropionate_(DMSP)
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Resistance_to_chromium_compounds
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Resistance_to_fluoroquinolones
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Resistance_to_Vancomycin
Respiration	Electron_accepting_reactions	Respiration_/_HGM
Respiration	Electron_accepting_reactions	Respiration_/_Human_gut_microbiome
Respiration	Electron_donating_reactions	Respiratory_Complex_I
Respiration	Mitochondrial_electron_transport_system_in_plants	Respiratory_complex_I_in_plants_(mitochondrial)
Respiration	Plastidial_(cyanobacterial)_electron_transport_system	Respiratory_complex_I_in_plants_(plastidial)_and_cyanobacteria
Respiration	Mitochondrial_electron_transport_system_in_plants	Respiratory_complex_II_(succinate_dehydrogenase)_in_plants
Respiration	Mitochondrial_electron_transport_system_in_plants	Respiratory_complex_III_(cytochrome_b-c1)_in_plants
Respiration	Mitochondrial_electron_transport_system_in_plants	Respiratory_complex_IV_(terminal_cytochrome_c_oxidase)_in_plants
Respiration	Electron_donating_reactions	Respiratory_dehydrogenases_1
DNA_Metabolism	-	Restriction-Modification_System
Motility_and_Chemotaxis	Social_motility_and_nonflagellar_swimming_in_bacteria	Rhamnolipids_in_Pseudomonas
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Rhamnose_containing_glycans
Protein_Metabolism	Protein_processing_and_modification	Rhombosortase
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Riboflavin_FMN_FAD	Riboflavin_FMN_and_FAD_biosynthesis_in_plants
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Riboflavin_FMN_FAD	Riboflavin_FMN_and_FAD_metabolism_Extended
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Riboflavin_FMN_FAD	riboflavin_to_FAD
Membrane_Transport	-	Riboflavin_transporters
RNA_Metabolism	RNA_processing_and_modification	Ribonuclease_H
RNA_Metabolism	RNA_processing_and_modification	Ribonuclease_P_archaeal_and_eukaryal
Nucleosides_and_Nucleotides	-	Ribonucleotide_reduction
Protein_Metabolism	Protein_biosynthesis	Ribosomal_protein_paralogs
Protein_Metabolism	Protein_processing_and_modification	Ribosomal_protein_S12p_Asp_methylthiotransferase
Protein_Metabolism	Protein_processing_and_modification	Ribosomal_protein_S5p_acylation
Protein_Metabolism	Protein_biosynthesis	Ribosomal_proteins_zinc_requirement
Protein_Metabolism	Protein_biosynthesis	Ribosome_activity_modulation
RNA_Metabolism	RNA_processing_and_modification	Ribosome_biogenesis_archaeal
Protein_Metabolism	Protein_biosynthesis	Ribosome_biogenesis_bacterial
Protein_Metabolism	Protein_biosynthesis	Ribosome_LSU_bacterial
Protein_Metabolism	Protein_biosynthesis	Ribosome_LSU_chloroplast
Protein_Metabolism	Protein_biosynthesis	Ribosome_LSU_eukaryotic_and_archaeal
Protein_Metabolism	Protein_biosynthesis	Ribosome_LSU_mitochondrial
Protein_Metabolism	Protein_biosynthesis	Ribosome_SSU_bacterial
Protein_Metabolism	Protein_biosynthesis	Ribosome_SSU_chloroplast
Protein_Metabolism	Protein_biosynthesis	Ribosome_SSU_eukaryotic_and_archaeal
Protein_Metabolism	Protein_biosynthesis	Ribosome_SSU_mitochondrial
RNA_Metabolism	RNA_processing_and_modification	RNA_3'-terminal_phosphate_cyclase
